JobTitle,Classification,Date
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
    Petroleum Data Officer - Digitisation Classification,Database Development,19-11-15
                    APS5 Software Engineer,Developer,12-11-15
                    APS5 Software Engineer,Developer,12-11-15
                    APS5 Software Engineer,Developer,12-11-15
                     Project Administrator,Engineering,12-11-15
                     Validation and Verification Requirements Engineer,Developer,12-11-15
                     Communications Technician,Engineering,12-11-15
                    Mechanical Services Plumbing Project Officer - Antarctic Infrastructure,Engineering,12-11-15
                     Electrical Project Officer - Antarctic Infrastructure,Engineering,12-11-15
                    Corporate Network Support Officer,Developer,12-11-15
                    National Positioning Infrastructure Coordinator,Engineering,12-11-15
                    National Positioning Infrastructure Coordinator,Engineering,12-11-15
